City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
545,kristiansund,63.1115,7.732,21.03,52,0,2.57,NO,Sat Jun 10 11:23:53 2023
546,carnarvon,-24.8667,113.6333,19.79,68,0,4.27,AU,Sat Jun 10 11:23:53 2023
547,issoire,45.55,3.25,18.59,76,74,2.55,FR,Sat Jun 10 11:23:53 2023
548,garachico,28.7781,-17.7646,23.06,61,20,2.57,ES,Sat Jun 10 11:23:53 2023
549,grand falls-windsor,48.9332,-55.6649,6.39,94,100,1.34,CA,Sat Jun 10 11:23:54 2023
550,wielun,51.221,18.5696,23.06,51,99,6.71,PL,Sat Jun 10 11:23:54 2023
551,dwarka,22.2394,68.9678,30.12,79,47,8.09,IN,Sat Jun 10 11:23:54 2023
552,wanning,18.8003,110.3967,26.85,89,41,2.5,CN,Sat Jun 10 11:23:54 2023
553,san luis de la loma,17.2706,-100.8939,30.43,58,58,1.33,MX,Sat Jun 10 11:23:54 2023
554,san jose de feliciano,-30.3845,-58.7517,15.19,91,98,5.62,AR,Sat Jun 10 11:23:54 2023
555,mejit,10.2753,170.8646,27.74,78,100,8.16,MH,Sat Jun 10 11:23:54 2023
556,al 'amarah,31.8406,47.1396,42.36,11,2,6.51,IQ,Sat Jun 10 11:23:54 2023
557,armavir,44.9892,41.1234,22.16,72,87,0.82,RU,Sat Jun 10 11:23:55 2023
558,butte,39.6499,-121.5677,17.12,65,0,3.09,US,Sat Jun 10 11:23:55 2023
559,filadelfia,39.9523,-75.1638,25.06,51,20,4.63,US,Sat Jun 10 11:23:55 2023
560,kodinsk,58.6881,99.1844,15.04,77,96,1.78,RU,Sat Jun 10 11:23:55 2023
561,tshabong,-26.05,22.45,18.2,19,0,0.53,BW,Sat Jun 10 11:23:55 2023
562,santa ana,33.7456,-117.8678,17.91,81,100,0.0,US,Sat Jun 10 11:20:29 2023
563,vuktyl,63.8567,57.3094,4.26,88,100,5.22,RU,Sat Jun 10 11:23:55 2023
564,gorodoviki,46.1353,41.9656,21.44,64,100,3.62,RU,Sat Jun 10 11:23:55 2023
565,san antonio de pale,-1.4014,5.6325,25.02,83,100,5.67,GQ,Sat Jun 10 11:23:55 2023
566,palmer,42.1584,-72.3287,20.74,56,75,3.6,US,Sat Jun 10 11:23:55 2023
567,zyryanskoye,56.8306,86.6258,15.15,59,99,3.29,RU,Sat Jun 10 11:23:56 2023
568,woodland park,40.8898,-74.1949,22.91,53,0,4.63,US,Sat Jun 10 11:21:46 2023
569,hobyo,5.3505,48.5268,27.18,79,53,12.14,SO,Sat Jun 10 11:23:56 2023
570,kaiyuan,23.6977,103.3037,19.71,60,94,1.52,CN,Sat Jun 10 11:23:56 2023
571,porvoo,60.3923,25.6651,16.3,41,4,3.62,FI,Sat Jun 10 11:23:56 2023
572,natal,-5.795,-35.2094,30.36,62,20,7.2,BR,Sat Jun 10 11:21:47 2023
573,krutinka,56.0055,71.5113,13.56,74,0,2.75,RU,Sat Jun 10 11:23:56 2023
574,kuloy,61.0305,42.4925,8.64,60,100,3.71,RU,Sat Jun 10 11:23:56 2023
575,san pedro del parana,-26.8333,-56.2,24.16,60,79,3.29,PY,Sat Jun 10 11:23:56 2023
576,ad dabbah,18.05,30.95,41.16,18,78,6.22,SD,Sat Jun 10 11:23:56 2023
577,saint-leu,-21.15,55.2833,24.48,97,20,1.22,RE,Sat Jun 10 11:23:57 2023
578,mili,6.0815,171.735,28.07,78,99,6.13,MH,Sat Jun 10 11:23:57 2023
579,karungdong,5.8844,121.263,27.11,79,100,1.44,PH,Sat Jun 10 11:23:57 2023
580,gordon,34.5004,-84.8666,26.71,55,0,0.0,US,Sat Jun 10 11:23:57 2023
581,manggar,-2.8833,108.2667,27.93,73,1,4.83,ID,Sat Jun 10 11:23:57 2023
582,temiskaming shores,47.4938,-79.7153,17.89,48,95,1.47,CA,Sat Jun 10 11:23:57 2023
583,vakarai,55.6035,23.8213,19.29,44,43,5.74,LT,Sat Jun 10 11:23:57 2023
584,medzilaborce,49.2719,21.9007,20.63,63,62,5.13,SK,Sat Jun 10 11:23:57 2023
585,salyan,39.5936,48.9805,25.01,61,14,7.72,AZ,Sat Jun 10 11:23:57 2023
586,ko lanta,7.5336,99.0865,28.39,77,99,3.57,TH,Sat Jun 10 11:23:57 2023
587,merizo village,13.2658,144.6691,27.31,95,94,2.8,GU,Sat Jun 10 11:23:58 2023
588,ostersund,63.1792,14.6357,21.45,30,0,3.6,SE,Sat Jun 10 11:23:58 2023
589,al jawf,29.5,38.75,38.32,10,73,11.4,SA,Sat Jun 10 11:23:58 2023
590,puerto bolivar,-3.2667,-79.9833,27.0,88,75,0.45,EC,Sat Jun 10 11:23:58 2023
591,manicore,-5.8092,-61.3003,24.97,94,75,3.09,BR,Sat Jun 10 11:23:58 2023
592,luang prabang,19.8856,102.1347,23.35,99,70,0.32,LA,Sat Jun 10 11:23:58 2023
